"titulo","ano","duracion","pais","direccion","guion","musica","fotografia","reparto","productora","genero","sinopsis","criticas","premios"
"WandaVision","2021","35 min.","Estados Unidos","Jac Schaeffer (Creador), Matt Shakman","Jac Schaeffer, Gretchen Enders, Peter Cameron, Bobak Esfarjani, Chuck Hayward, Laura Donney. Personajes: Jack Kirby, Stan Leever 4 más","Christophe Beck, Alex Kovacs","Jess Hall","Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Kat Dennings, Josh Stamberg, Selena Anduze, Randall Park, Debra Jo Rupp, Fred Melamed, Asif Ali, Shane Berengue, Shaun MacLean, Evan Peters, David Lengel, David Payton, Amos Glick, Jackson Robert Scott, Jolene Purdy, Emma Caulfield Ford, Ithamar Enriquez, Victoria Blade, Daniyar, Jett Klynever 11 más","Marvel Studios. Productor: Kevin Feige, Jac Schaeffer. Distribuidora: Disney+","Serie de TV. Comedia. Fantástico. Ciencia ficción. Drama. Acción | Superhéroes. Sitcom. Años 50. Años 60. Años 70. Años 80. Años 90. Brujería. Cómic. Marvel Comics. MCU. Miniserie de TV","Miniserie de TV (2021). 9 episodios. Combinando el estilo clásico de las sitcoms con el MCU (Universo Cinematográfico de Marvel), cuenta la historia Wanda Maximoff y Vision, dos seres con superpoderes que viven una vida idílica en las afueras de una ciudad hasta que un día comienzan a sospechar que no todo es lo que parece.","""No tiene tanta acción como le gustaría a los fans de 'Avengers', pero es maravillosamente extraña (...) Como escaparate para Olsen y Bettany, es mucho mejor de lo que les ha ofrecido antes el Universo Marvel"" 
Daniel Fienberg: The Hollywood Reporter
""Es más interesante por el lugar que ocupa en el mundo de Marvel que como serie en sí misma (...) Una introducción admirablemente extraña a la nueva era del universo televisivo de Marvel"" 
Caroline Framke: Variety
""Es maravilloso ver a superhéroes en un proyecto de gran presupuesto y no tener ni idea de lo que va a pasar (...) Una versión extravagante y audaz de estos personajes (...) Puntuación: ★★★★ (sobre 5)"" 
Helen O'Hara: Empire
""Vision y Wanda empiezan su vida en los suburbios (...) y es un placer verles (...) El aspecto y la atmósfera de cada episodio son fieles al espíritu de la época de las comedias televisivas (...) Puntuación: ★★★½ (sobre 5)"" 
Alan Sepinwall: Rolling Stone
""Ningún proyecto del Universo Marvel ha tenido tanta ambición creativa como este y eso es algo que hay que celebrar (...) Es un verdadero éxito"" 
Liz Shannon Miller: Collider
""Es una delicia (...) El placer está en ver cómo Schaeffer y Shakman reviven un formato que ya no se hace (...) Si eres capaz de verla como lo que es, te resultará satisfactoria"" 
Matt Patches: Polygon
""El reparto está maravilloso, la serie tiene muy buen aspecto y el enfoque es inteligente"" 
Judy Berman: Time
Mostrar 22 críticas más","2021: Emmy: 8 nominaciones incluyendo mejor miniserie de TV
2021: Globos de Oro: Nominada a mejor actriz en miniserie (Olsen) y actor (Bettany)
2021: American Film Institute (AFI): Top 10 - Mejores Programas de TV del año
2021: Critics Choice Awards: 4 nominaciones incluyendo mejor miniserie
2021: Satellite Awards: Mejor serie de TV / telefilme - de género. 2 nominaciones
2021: Premios Annie: Nominado al Mejor corto publicitario (secuencia inicial)
Mostrar 2 premios más
2020: Sindicato de Directores (DGA): Nominada a mejor director (Miniserie/Telefilm)
2021: Sindicato de Guionistas (WGA): Nom. a mejor guion adaptado (formato largo)"
"Star Wars Biomes","2021","18 min.","Estados Unidos",NA,NA,"Jesi Nelson","Animación","Animación","Distribuidora: Disney+","Animación. Aventuras. Ciencia ficción | Star Wars. Telefilm","Disfruta de unas vacaciones virtuales en algunos de los lugares más emblemáticos y queridos de Star Wars, como Hoth, Tatooine y Sorgan; y embárcate en un viaje a vista de pájaro por la galaxia muy, muy lejana.",NA,NA
"Star Wars Vehicle Flythroughs","2021","4 min.","Estados Unidos",NA,NA,"Jesi Nelson","Animación","Animación","Distribuidora: Disney+","Animación. Ciencia ficción. Serie de TV | Star Wars. Miniserie de TV","2 episodios. Familiarízate con algunos de los vehículos y naves más emblemáticos y queridos de las películas de Star Wars, en paseos a través de recreaciones virtuales de algunos de estos espacios.",NA,NA
"Soul","2020","100 min.","Estados Unidos","Pete Docter, Kemp Powers","Pete Docter, Mike Jones, Kemp Powers","Trent Reznor, Atticus Ross, Jon Batiste","Animación, Matt Aspbury, Ian Megibben","Animación","Pixar Animation Studios, Walt Disney Pictures. Distribuidora: Disney+","Animación. Fantástico. Drama. Comedia | Música. Jazz. Gatos. Cine familiar. Pixar","¿Alguna vez te has preguntado de dónde provienen tu pasión, tus sueños y tus intereses? ¿Qué es lo que te hace ser... tú? Pixar te lleva en un viaje desde las calles de Nueva York a los reinos cósmicos para descubrir las respuestas a las preguntas más importantes de la vida.","""Una película con mucha alma y una de las mejores de este oscuro año que ya termina. (…) Puntuación: ★★★★½ (sobre 5)"" 
André Didyme-Dome: Rolling Stone Colombia
""Como es habitual en el cine de Pixar, la animación es exquisita y logra hacer un retrato de la ciudad de Nueva York que transmite magistralmente sus movimientos, aglomeraciones y afanes cotidianos."" 
Manuel Kalmanovitz G.: Revista Semana
""Esta sorprendente película de Pixar no decepciona (...) Visualmente deliciosa, muy divertida y genuinamente profunda"" 
Wendy Ide: Screendaily
""Sublime en todos los aspectos (...) Una obra densa, exquisitamente ejecutada y algo alocada que es de lo mejor de Pixar"" 
Leslie Felperin: The Hollywood Reporter
""Quizá sea la película más existencialmente ambiciosa de Disney y aun así tiene imágenes coloridas, una sabiduría amable y una historia que se desarrolla con agilidad pese a la densidad del concepto"" 
Jason Solomons: The Wrap
""Una de las mejores películas de Pixar de los últimos años (...) Un viaje cautivador. Como las mejores canciones de jazz, usa una estructura tradicional para desarrollarse en direcciones inesperadas"" 
Kaleem Aftab: IndieWire
""Con belleza, humor y honestidad, Pixar ofrece su mejor versión (...) Los niños se reirán y aplaudirán; los adultos llorarán hasta que les duelan los músculos (...) Puntuación: ★★★★★ (sobre 5)"" 
Clarisse Loughrey: The Independent
Mostrar 27 críticas más","2020: Premios Oscar: Mejor largometraje animación y banda sonora
2020: Globos de Oro: Mejor película de animación y mejor banda sonora original
2020: Premios BAFTA: Mejor film de animación y banda sonora
2020: Premios Annie: 7 premios incluyendo mejor película y guion. 10 nominaciones
2020: National Board of Review (NBR): Top 10, mejor largometraje de animación
2020: American Film Institute (AFI): Top 10 - Mejores películas del año
Mostrar 5 premios más
2020: Critics Choice Awards: Mejor banda sonora
2020: Asociación de Críticos de Los Angeles: Mejor banda sonora
2020: Asociación de Críticos de Chicago: Mejor banda sonora. 3 nominaciones
2020: Satellite Awards: Nominada mejor guion original y mejor largometraje de animación
2020: Sindicato de Productores (PGA): Mejor película de animación"
"Burrow","2020","6 min.","Estados Unidos","Madeline Sharafian","Madeline Sharafian","David Lally","Animación, Andrew Jiménez","Animación","Pixar Animation Studios","Animación. Comedia | Pixar. Animales. Roedores. Cortometraje (animación)","Un conejo joven intenta construir la madriguera de sus sueños, avergonzándose cada vez que cava accidentalmente en la casa de un vecino. Cortometraje que acompaña al estreno de ""Soul"". ","""Vale la pena disfrutar de los 6 min que dura. Es dulce y encantador, cuenta con una animación hermosa y, como tantos otros cortos de Pixar, es conmovedor."" 
Liz Kocan: Decider","2020: Premios Oscar: Nominado a mejor cortometraje de animación"
"Marvel Studios LEGENDS","2021","7 min.","Estados Unidos","Kevin Feige (Creador)",NA,NA,NA,NA,"Marvel Studios. Distribuidora: Disney+","Serie de TV. Ciencia ficción. Fantástico. Acción | Superhéroes. Cómic. Marvel Comics. MCU","La serie muestra personajes individuales en cada episodio, destacando algunos de sus momentos icónicos en el Universo Cinematográfico de Marvel (MCU).","""Lo interesante es que estos “episodios” son algo así como trailers largos, con la misma estética y la misma intención. (...) Pruebe verlas, son curiosidades que despiertan alguna pregunta al cinéfilo. (…) Puntuación: ★★★½ (sobre 5)"" 
Leonardo D’Espósito: Revista Noticias",NA
"Epic","2013","102 min.","Estados Unidos","Chris Wedge","Daniel Shere, Tom J. Astle, Matt Ember, James V. Hart. Libro: William Joyce","Danny Elfman","Animación, Renato Falcão","Animación","20th Century Fox Animation, Blue Sky Studios","Animación. Aventuras. Fantástico | Naturaleza. Insectos. 3-D","Historia sobre la interminable batalla entre las fuerzas del bien, encargadas de mantener la vida, y las fuerzas del mal, que pretenden destruirla. Mary Katherine (Amanda Seyfried) es una adolescente que intenta reanudar la relación con su padre, el Profesor Bomba (Jason Sudeikis), un científico cuya obsesión es descubrir una diminuta sociedad secreta que habita en el bosque. Esta idea a su hija le parece disparatada hasta que, inesperadamente, es transportada a ese universo secreto, donde se está librando una batalla entre los Hombres Hoja y los Boggans. ","""Si bien no acabe resultando una película de animación épica en términos de alcance e invención, 'Epic' (...) sin embargo, resulta una grata oferta cinematográfica"" 
Michael Rechtshaffen: The Hollywood Reporter
""Una película para niños razonablemente entretenida, con una habilidad artesanal, cuyo mayor delito es que está cerca de una dependencia patológica a los símbolos demasiado familiares y a los adornos"" 
Andrew Barker: Variety
""Si bien no es un clásico de la mezcla de estilos, tiene suficiente ingenio y encanto para entretener a la gente, tanto a mayores como a pequeños (...) Puntuación: ★★★ (sobre 5)"" 
Anna Smith: Empire
""Tan bonita como es, 'Epic' tiene una falta fatal de impulso visceral y de puntos dramáticos"" 
Stephen Holden: The New York Times
""Tuve la sensación de estar sentado frente a una obra de la escuela de cuarto curso en la que no aparecía ningún hijo mío: la definición misma de una pesadilla (...) Puntuación: ★½ (sobre 4)"" 
Kyle Smith: New York Post
""Es difícil guardar la historia y los personajes, o incluso su diseño visual, en el retina de tu mente, en parte debido a que los cinco guionistas acreditados sobrecargan la narración de incidentes y complicaciones mortales (...) Puntuación: ★★ (sobre 4)"" 
Michael Phillips: Chicago Tribune
""Una propuesta que destaca en lo formal por la textura y el gusto por el detalle en los planos cortos, y que sólo desentona, por obvia, en la parte más lírica de la partitura de Danny Elfman"" 
Javier Ocaña: Diario El País
Mostrar 9 críticas más","2013: Premios Annie: 5 nominaciones, incluyendo Mejor dirección
2013: Satellite Awards: Nominada a Mejor película de animación
2013: Sindicato de Productores (PGA): Nominada a Mejor película de animación"
"Fantastic Four (Fantastic 4) (The Marvel Action Hour: The Fantastic Four)","1994","22 min.","Estados Unidos","Ernesto Lopez, Tom Tataranowicz","Personajes: Stan Lee, Stan Lee, Jack KirbyGlenn Leopold, Jack Kirby","William Anderson","Animación","Animación","Genesis Entertainment, Marvel Entertainment, Marvel Productions, New World Entertainment Films","Serie de TV. Animación. Ciencia ficción. Acción | Superhéroes. Cómic. Marvel Comics","Serie de TV (1994-1996). 26 episodios. Las aventuras del mayor equipo de superhéroes de Marvel Comic.",NA,NA
"Myth: A Frozen Tale","2019","8 min.","Estados Unidos","Jeff Gipson","Jeff Gipson","Joseph Trapanese","Animación","Animación, Nick A Fisher, John Lavelle, Bonnie Popp, Vivienne Rutherford","Walt Disney Animation Studios","Animación. Infantil | Cortometraje (animación). RV","En un bosque fuera del reino de Arendelle, una familia se reúne para escuchar un cuento sobre un lugar encantado, donde los espíritus de los elementos cobran vida y se revela el mito de su pasado y futuro. Un cortometraje de realidad virtual en el mundo de 'Frozen II'.","""Meditativa, bella, relajante (...) Los niños que esperen a Anna y a la Elsa, se pondrán ansiosos, pero si eres un adulto y necesitas un momento de zen, aquí lo tienes"" 
Liz Kocan: Decider",NA
"Spider-Man: The Animated Series (Spiderman)","1994","30 min.","Estados Unidos","Bob Richardson (Creador), Bob Richardson, Robert Shellhorn","Marv Wolfman, Mark Hoffmeier, John Semper, John Romita Sr., Meg McLaughlin, Stan Berkowitz, James Krieg, Marty Isenberg, Gerry Conway, Sean Catherine Derek, Virginia Roth, Mike Baron, Larry Brody, Cynthia Harrison, Klaus Janson, Brooks Wachtel, Doug Booth, Brynne Stephens, Len Wein, Michael Edens, Avi Arad, J.M. DeMatteis, Lydia Marano, David Lee Miller, Francis Moss, Ted Pedersen, Carl Potts, Robert N. Skir, Jan Strnad, Sandy Fries, Evelyn Gabai, Elliot S. Maggin, Stephanie Mathison, Gilles Wheeler, Ernie Altbacker, Eileen Fuentes, Gordon Kent, Karen Milovich, Terence Taylor, Keith Pollard, Jack Kirby, Denny O'Neil, John Romita Jr, Gil Kane, Roy Thomas, Todd McFarlane, David Michelinie, Don Heck, Larry Lieber, Gene Colan, Ross Andru, Louise Simonson, Mary Wilshire, Bill Everett, Bob Layton, Al Milgrom, Joe Simon. Cómic: Stan Lee, Steve Ditkover 55 más","David Leon, Shuki Levy","Animación","Animación","New World Entertainment Films, Genesis Entertainment, Tokyo Movie Shinsha (TMS), Marvel Entertainment, Marvel Productions","Serie de TV. Animación. Acción. Ciencia ficción. Thriller | Superhéroes. Cómic. Marvel Comics","Serie de TV (1994-1998). 5 temporadas. 65 episodios. Serie de animación emitida en los años 90 por la cadena FOX en EEUU y Antena 3 en España. Se centraba en la figura de Peter Parker (Spiderman) y sus enfrentamientos contra villanos como Veneno, Doctor Octopus, el vampiro Morbius, Camaleón, Shocker o Rhino, entre otros. A lo largo de la misma se dieron cita muchos cameos del universo Marvel, con capítulos con apariciones de los X-Men, Hulk, El Castigador, Daredevil, Blade, etcétera. En 2003, FOX realizó un remake, ""Spider-Man: The New Animated Series"", con animación 3D. ",NA,NA
"X-Men","1992","30 min.","Estados Unidos","Larry Houston, Fred Miller, Richard Bowman, Frank Squillace","Mark Edward Edens, Michael Edens, David McDermott, Steven Melching, Len Wein, Marty Isenberg, Robert N. Skir, Brooks Wachtel, Julianne Klemm, Len Uhley, Julia Lewald, Stephanie Mathison. Personajes: Stan Lee, Jack Kirbyver 10 más","Shuki Levy","Animación","Animación","Coproducción Estados Unidos-Canadá;
Genesis Entertainment, Graz Entertainment, Marvel Entertainment, Marvel Productions, Saban Entertainment, Tokyo Movie Shinsha (TMS)","Serie de TV. Animación. Acción. Ciencia ficción | Superhéroes. Cómic. Marvel Comics","Serie de TV (1992-1997). 5 temporadas. 76 episodios. Primera serie de animación basada en los cómics de Marvel, X-Men. La serie comienza con Júbilo, una adolescente que de pronto descubre tener poderes mutantes. Fue atacada por Centinelas y rescatada por los X-Men, y luego de conocerlos dejó a sus padres adoptivos y se fue con ellos, para aprender a controlar sus poderes y estar a salvo de los ataques de los Centinelas u otras organizaciones extremistas anti-mutantes.

 La serie se enfoca también en el triángulo amoroso entre Cíclope, Jean y Wolverine, y la complicada relación entre Gambito y Rogue. Había una enorme cantidad de personajes invitados a lo largo de la serie provenientes de todo el Universo Marvel, pero sólo los mutantes se pueden considerar como tales. A excepción de Miss Marvel y el Capitán América en uno de los episodios finales, y Juggernaut dado su naturaleza mágica, todos los personajes no-mutantes que aparecían lo hacían sólo como cameos de breves segundos. En 2000, se estrenó una segunda serie animada llamada ""X-Men Evolution"", aunque no fue tan bien recibida como ésta, Spiderman: La serie animada o Batman: La serie animada. (extraído de Wikipedia). ",NA,NA
